gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,0,0.20061111450195312,3,5.000000000000002,[0. 1. 4. 5.],0.008
cooperative,Stackelberg,1,1,0.557466983795166,11,5.000000000000002,[0. 1. 4. 5.],0.2
cooperative,Stackelberg,1,2,0.756903886795044,16,5.000000000000002,[0. 1. 4. 5.],0.04
cooperative,State of the Art,1,0,0.009584903717041016,3,5.000000000000002,[0. 0. 1. 1.],0.008
cooperative,State of the Art,1,1,0.03134274482727051,11,5.000000000000002,[0. 0. 1. 1.],0.2
cooperative,State of the Art,1,2,0.05094313621520996,16,5.000000000000002,[0. 0. 1. 1.],0.04
zerosum,Stackelberg,1,0,0.1664130687713623,3,2.5,[ 0.   0.   0.  -2.5],0.008
zerosum,Stackelberg,1,1,0.534351110458374,11,2.5,[ 0.   0.   0.  -2.5],0.2
zerosum,Stackelberg,1,2,0.8179728984832764,16,2.5,[ 0.   0.   0.  -2.5],0.04
zerosum,State of the Art,1,0,0.23932695388793945,3,2.5,[ 0.   0.  -0.5 -0.5],0.008
zerosum,State of the Art,1,1,0.6518971920013428,11,2.5,[ 0.   0.  -0.5 -0.5],0.2
zerosum,State of the Art,1,2,0.9238131046295166,16,2.5,[ 0.   0.  -0.5 -0.5],0.04
generalsum,Stackelberg,1,0,0.1642160415649414,3,10.000000000000002,[0. 0. 5. 5.],0.008
generalsum,Stackelberg,1,1,0.5231196880340576,11,10.000000000000002,[0. 0. 5. 5.],0.2
generalsum,Stackelberg,1,2,0.8319716453552246,16,10.000000000000002,[0. 0. 5. 5.],0.04
