gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,1,[0.04886198043823242],6,[9.0],"[array([9., 9.])]",0.0001
cooperative,Stackelberg,2,1,[0.06176877021789551],8,[18.0],"[array([18., 18.])]",0.0001
cooperative,State of the Art,1,1,[0.005159854888916016],6,[9.0],"[array([9., 9.])]",0.0001
cooperative,State of the Art,2,1,[0.01165008544921875],8,[18.0],"[array([18., 18.])]",0.0001
zerosum,Stackelberg,1,1,[0.021767854690551758],6,[-75.0],"[array([65.9375, 84.0625])]",0.0001
zerosum,Stackelberg,2,1,[0.07607388496398926],8,[-150.0],"[array([150., 150.])]",0.0001
zerosum,State of the Art,1,1,[0.022047042846679688],6,[-75.0],"[array([84.0625, 65.9375])]",0.0001
zerosum,State of the Art,2,1,[0.07439088821411133],8,[-150.0],"[array([168.125, 131.875])]",0.0001
stackelberg,Stackelberg,1,1,[0.01642894744873047],6,[3.5],"[array([-20.,  -7.])]",0.0001
stackelberg,Stackelberg,2,1,[0.06490492820739746],8,[10.486484375],"[array([-16.67921875, -14.        ])]",0.0001
stackelberg,State of the Art,1,1,[0.016376972198486328],6,[3.5],"[array([-20.,  -7.])]",0.0001
stackelberg,State of the Art,2,1,[0.06208515167236328],8,[10.486484375],"[array([-16.67921875, -14.        ])]",0.0001
